text,class
"As long as species have been evolving, species have been going extinct",1
the loss of native species as a loss to ecotourism,1
People who live close to nature can be dependent on the survival of all the species in their environment,1
The very fact that a species is near extinction implies that its final demise will have negligible impact,1
"since species become extinct ""all the time"" the disappearance of a few more will not destroy the ecosystem",1
is an integral part of the development process,1
there is a threat of significant reduction or loss of biological diversity,1
wealth of biodiversity is important for future generations,1
Conservation is vital for future study,1
biological richness is an unmeasurable aesthetic that may be developed into commercial recreational attractions,1
Research on natural processes can only occur if habitat is preserved and organisms continue to thrive,1
it has extrinsic value – instrumental to the welfare of human beings,1
nature has an intrinsic value,1
rapid rates of biodiversity loss threatens the sustained well-being of humanity,1
species are irreplaceable components of the global ecosystem,1
Species richness and genetic biodiversity contributes to and engenders ecosystem stability,1
biodiversity is inherently valuable,1
Diverse ecosystems are typically more productive than non-diverse ones,1
human economic productivity is largely reliant on Earth's ecosystems,1
Biodiversity is a source of economic wealth,1
"like humanity, the living environment as a whole has the same right to live and flourish",1
the right of all forms [of life] to live is a universal right,1
All life has intrinsic value,1
nature does not exist simply to be used or consumed by humans,1
"any actions which negatively affect the living systems of which we are a part, adversely affect us as well",1
all species have inherent value,1
each organism has a purpose and a reason for being,1
"They warrant our respect, whether or not they are of immediate benefit to us",1
we have a responsibility to act as custodians for nature,1
More biologically diverse communities appear to be more productive,1
they appear to be more stable,1
there are direct economic consequences of losing diversity in certain ecosystems and in the world as a whole,1
diverse ecosystems actually resist invasion and disease better than their less diverse equivalents,1
the indirect effects of losing many species as well as the diversity of ecosystems in general are enormous,1
"When biodiversity is lost, the environment loses many species that provide valuable and unique roles to the ecosystem",1
The environment and all its inhabitants rely on biodiversity,1
humans are losing animals that could have served as biological control agents,1
Any efforts to protect the world’s remaining natural habitat and biodiversity will compete directly with humans’ growing demand for natural resources,1
The cost of repairing damaged ecosystems is considered to be much higher than the cost of conserving natural ecosystems,1
government austerity can result in economic expansion,1
they tend to have an adverse impact on the poorest segments of the population,1
austerity measures tend to depress economic growth,1
austerity can engender deflation which inflates existing debt,1
they tend to have an impact on the poorest segments of the population,1
"rather than 'punish' the banks and others truly responsible for the crisis, the government is instead 'punishing' regular people for the 'crimes' of others",1
austerity measures tend to be counterproductive,1
austerity simply depresses economic growth,1
austerity can engender deflation which inflates existing debt,1
government should always run a balanced budget,1
deficit spending is always bad policy,1
government deficits are inflationary,1
deficit spending may create inflation,1
an increase in government spending will lead to inflation,1
the state should provide citizens their demands in order to achieve people's well-being,1
some of the austerity measures were irrational,1
negative impact of tighter fiscal policy could offset the positive impact,1
social disruption could have a significantly negative impact on investment and growth in the longer term,1
policy makers consistently underestimated the disastrous effects of rigid spending cuts on economic growth,1
short-term sacrifices necessary for long-term success,1
"Governments borrowed too much, now they're paying the price, and fiscal austerity is the only answer",1
there were significant correlations between gun ownership and gun-related suicide and homicide rates,1
the access to guns leads to more violence,1
"laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime",1
allowing law-abiding citizens to carry concealed firearms deters crime,1
gun laws generally had no significant effect on violent crime rates or suicide rates,1
self-defense to be a fundamental and inalienable human right,1
the prohibition of an effective means of self defense to be unethical,1
laws that forbid the carrying of arms .. disarm only those who are neither inclined nor determined to commit crimes,1
gun ownership as a civil right,1
gun possession is a civil right,1
an armed citizens' militia can help deter crime and tyranny,1
there were substantial correlations between gun ownership and gun-related suicide and homicide rates,1
easier access to guns lead to more violence,1
"laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime",1
allowing law-abiding citizens to carry concealed firearms deters crime,1
gun laws generally had no significant effect on violent crime rates or suicide rates,1
laws that forbid the carrying of arms .. disarm only those who are neither inclined nor determined to commit crimes,1
laws make things worse for the assaulted and better for the assailants,1
they serve rather to encourage than to prevent homicides,1
gun possession is a civil right,1
an armed citizens' militia can help deter crime and tyranny,1
gun possession is a fundamental civil right,1
"the people have a right to ""keep and bear arms"" as a protection from the government",1
"the right to bear arms is necessary for the citizens to protect themselves from the ""tyranny in government",1
an armed citizenry is the population's last line of defense against tyranny by their own government,1
arms allow for successful rebellions against tyranny,1
a well-armed citizenry prevents crime,1
making civilian ownership of firearms illegal would increase the crime rate,1
increased gun ownership leads to higher levels of crime,1
Armed citizens play their role in crime control,1
criminals ignore gun control laws,1
are effectively deterred by armed intended victims,1
people who keep a gun at home increase their risk of homicide,1
"allowing law-abiding citizens to carry concealed firearms, deters crime",1
The possibility of getting shot by an armed victim is a substantial deterrent to crime,1
gun ownership is a civil liberty,1
citizens need to arm themselves to safeguard political liberties against threats by the government,1
the personal right to bear arms to be a paramount right by which other rights could be protected,1
the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm,1
criminal use of guns is far more common than self-defense use of guns,1
more guns can reduce crime,1
limiting access to guns by law-abiding people makes them more vulnerable to armed criminals,1
serve as a deterrent against crime,1
guns provide some level of protection against criminality and tyranny,1
widespread gun ownership is protection against tyranny,1
most guns are in the hands of people who are unlikely to misuse them,1
the right to bear arms is absolute and unqualified,1
Americans have an individual right described in the Second Amendment to possess firearms,1
no rights should ever be allowed to be taken away by the government,1
it would be of no use to forbid law-abiding citizens to own legal registered guns in accordance to the law,1
regions where gun ownership is widespread were the ones with the smallest number of gun-related deaths,1
guns are dangerous for society,1
their only reason to exist is to harm others,1
guns are needed for personal security,1
gun control laws are effective in reducing gun-related accidents and crime,1
gun control laws are ineffective in reducing gun-related accidents and crime,1
the Second Amendment guarantees an individual's right to own a firearm,1
fewer restrictions on handguns will result in increasing numbers of injuries and deaths,1
Defensive use of guns is both common and effective in preventing injury and property loss,1
gun bans would increase injuries and deaths,1
Bribery in bureaucracy has been viewed as a reason for higher cost of production of goods and services,1
Expectations of when a monetary transaction is appropriate can differ from place to place,1
it encourages rent seeking behaviour,1
the bribery of government officials impedes the democratic process,1
may interfere with good government,1
"In some cases where the system of law is not well-implemented, bribes may be a way for companies to continue their businesses",1
Corruption poses a serious development challenge,1
it undermines democracy and good governance,1
corruption undermines the legitimacy of government and such democratic values,1
corruption increases the cost of business,1
corruption reduces costs by cutting bureaucracy,1
availability of bribes can also induce officials to contrive new rules and delays,1
corruption inflates the cost of business,1
Corruption also generates economic distortions,1
reduces the quality of government services and infrastructure,1
"In some countries the culture of corruption extends to every aspect of public life, making it extremely difficult for individuals to stay in business without resorting to bribes",1
undermine the value of democracy,1
adds to economic inequality,1
"Corruption favors the most connected and unscrupulous, rather than the efficient",1
Bribes also lead to a misdirection of resources,1
Corruption is never a better option to honest public policy,1
it distorts and retards development,1
"corruption may act as a ""lubricant"" to ""loosen up"" the bureaucracy and facilitate commercial exchanges",1
sanctions are designed to pressure the regime to enter into dialogue with the demcoracy movement,1
American-led sanctions have had adverse effects on the civilian population,1
the government has embarked on a series of reforms toward liberal democracy,1
the military regime in Burma is one of the world's most repressive and abusive regimes,1
the Burmese regime has marked certain ethnic minorities such as the Karen for extermination,1
"since the transition to new government in August 2011, Burma's human rights record has been improving",1
the American-led sanctions have had adverse effects on the civilian population,1
economic sanctions and political pressure by Western countries on Burma was counter-productive and futile,1
economic sanctions and political pressure on the Burmese military regime remain the only feasible policy to achieve a restoration of democracy and human rights in Burma,1
efforts to sanction Burma were useless,1
the best way to go is through engagement and encouragement,1
constructive engagement with the Burmese junta has failed,1
The use of force is the last thing Burma needs right now,1
Burma's rulers continue to defy the world's just demand to stop their vicious persecution,1
the government wants to engage again in constructive dialogue,1
"it would present ""significant adverse effects to certain cultural resources",1
the new pipeline has been beset with cost overruns,1
its permit was based on a deficient environmental impact statement,1
the pipeline could pollute air and water supplies,1
this is the most technologically advanced and safest pipeline ever proposed,1
the Keystone XL Pipeline undermines the U.S. commitment to a clean energy economy,1
building this pipeline has the potential to undermine America's clean energy future and international leadership on climate change,1
this pipeline is a multi-billion dollar investment to expand our reliance on the dirtiest source of transportation fuel currently available,1
it would allow the U.S. to increase its energy security and reduce its dependence on foreign oil,1
there is an extensive overcapacity of oil pipelines from Canada,1
"After completion of the Keystone XL line, oil pipelines to the U.S. may run nearly half-empty",1
"the pipeline would be ""game over for the planet",1
Oil sands extraction is generally held to be more environmentally damaging than conventional crude oil,1
The production of bitumen and synthetic crude oil emits more greenhouse gases than the production of conventional crude oil,1
oil sands industry has been identified as the largest contributor to greenhouse gas emissions growth in Canada,1
wildlife has been negatively affected by the oil sands,1
"Pipelines are generally the most economical way to transport large quantities of oil, refined oil products or natural gas over land",1
oil and gas pipelines are an important asset of the economic development of almost any country,1
it gives the candidate a picture of where they stand with the electorate before any campaigning takes place,1
the candidate may use the poll to decide whether or not they should even run for office,1
Respondents may deliberately try to manipulate the outcome of a poll,1
"By providing information about voting intentions, opinion polls can sometimes influence the behavior of electors",1
opinion polls are actually a device for influencing public opinion,1
polls directly affect voting,1
"some people vote for those candidates or parties who are likely to succeed (or are proclaimed as such by the media), hoping to be on the ""winner's side"" in the end",1
poll results (whether accurate or inaccurate) can significantly influence election results in closely contested elections,1
"as poll results are repeatedly reported, the bandwagon effect will tend to snowball and become a powerful aid to leading candidates",1
"predictions about public opinion become fact as mass media's coverage of the majority opinion becomes the status quo, and the minority becomes less likely to speak out",1
Exit polls have historically and throughout the world been used as a check against and rough indicator of the degree of election fraud,1
the blockade is necessary to limit Palestinian rocket attacks from the Gaza Strip,1
the blockade illegal,1
the Israeli blockade and closures had pushed the Palestinian economy into a stage of de-development,1
Even if the blockade is eased it remains illegal under international law,1
it is a collective form of punishment on a civilian population,1
the purpose of the blockade was to pressure Hamas into ending the rocket attacks and to deprive them of the supplies necessary for the continuation of rocket attacks,1
"the blockade of the Gaza Strip [among other security and deterrence measures], have brought about a quiet",1
the blockade is necessary to prevent weapons from reaching Gaza,1
"the consequences of Israel’s failure to maintain the blockade would be “an Iranian port in Gaza, only a few dozen kilometers from Tel Aviv and Jerusalem",1
"Israel ""could not lift the embargo altogether as long as Hamas remains in control"" of Gaza",1
both the blockade and its enforcement are illegal,1
the blockade is legal,1
"the blockade amounted to a ""flagrant contravention of international human rights and humanitarian law",1
The blockade constitutes collective punishment under international law,1
"as the occupying power, Israel has a duty under international law to ensure the welfare of Gaza’s inhabitants",1
"the blockade of Gaza is causing ""unacceptable suffering",1
the blockade was possibly a crime against humanity,1
the formal economy in Gaza has collapsed since the imposition of the blockade,1
"the ""restrictions imposed on the civilian population by the continuing blockade of the Gaza Strip amount to collective punishment, a violation of international humanitarian law",1
Israel's inhuman blockade of Gaza represents a threat to regional peace and stability,1
"all that is being achieved through the blockade is to ""enrich Hamas and marginalize even further the voices of moderation",1
the blockade actually strengthens Hamas's grip on the economy and on Gaza,1
Gaza cannot and must not be allowed to remain a prison camp,1
the blockade on Gaza is neither sustainable nor tenable in its present form,1
What is going on in Gaza is a humanitarian catastrophe,1
current Israeli restrictions are counterproductive for Israel's long term security,1
The situation in Gaza is unsustainable and unacceptable,1
the blockade was a crime,1
it was a crime to continue imposing the blockade against the Gaza Strip,1
economic recovery is blocked by sweeping restrictions on the movement of goods and people,1
The absence of a blockade would allow the free passage of arms to the terror-embracing Hamas government,1
Israel's blockade of Gaza is a direct consequence of attacks launched from within the territory,1
the blockade was deemed illegal,1
Humanity cannot continue allowing a city to be slowly strangled,1
tragedies are completely inevitable if Israel does not listen to the callings of the international community to end the unacceptable and counter-productive blockade of Gaza,1
tragedies are entirely avoidable if Israel heeds the repeated calls of the international community to end its counterproductive and unacceptable blockade of Gaza,1
Israel's blockade violated the Geneva Conventions,1
Peace and stability will not come to the region as long as the blockade of Gaza persists,1
Israeli blockade in Gaza is a violation of international law,1
the blockade action was a violation of international law,1
Israel has a right to stop weapons from going into Gaza,1
Israel is entirely within its rights to prevent Hamas from linking with groups suspected of supplying arms and money to terrorists,1
the blockade is legal,1
Israel's blockade violated the Geneva Conventions,1
"it inflicted ""excessive damage to the civilian population in relation to the concrete military advantage expected",1
"As a form of collective punishment, Israel’s continuing blockade of Gaza is a flagrant violation of international law",1
"the Gaza blockade ""collective punishment in contravention of international humanitarian law",1
blockades are lawful during times of armed conflict,1
the blockade of a terrorist organization constitutes a collective penalty against civilians,1
Blockades and other forms of economic sanction are permitted in international law,1
Israel's blockade of Gaza was illegal,1
the naval blockade imposed on the Gaza Strip by Israel conformed to the rules of international law,1
"The naval blockade was imposed on the Gaza Strip lawfully, with Israel complying with the conditions for imposing it",1
the damage to the civilian population is not excessive in relation to the real and direct military advantage anticipated from the blockade,1
restricts the ability for the Palestinian authority to exercise control,1
Israel was inflicting collective punishment on the Gaza population,1
Gaza was blockaded by Israel in response to the rocket and mortar attacks by Hamas and other militant groups operating inside Gaza,1
the blockade was harming the Gazan economy,1
an open seaport in the Gaza Strip endangered the security of Israel,1
"the blockade ""an action outside of international law",1
Humanitarian goods and people must flow in both directions,1
Gaza cannot and must not be allowed to remain a prison camp,1
The situation in Gaza is the direct result of Hamas' rule and priorities,1
"Gaza Palestinians ""do not want or deserve to be dependent on humanitarian aid",1
"the ""limited trickle"" of items into Gaza continue the effective collective punishment of the civilian population",1
force the counter-productive reliance on tunnels for daily essentials,1
"the purpose of the restrictions in import of goods into Gaza are to pressure Hamas, which does not recognise Israel and backs attacks on its citizens",1
The stated purpose of the blockade was to pressure Hamas into ending the rocket attacks,1
it is not legally responsible for Gaza and not obliged to help a hostile territory beyond whatever is necessary to avoid a humanitarian crisis,1
the importation curbs are in place to pressure Hamas,1
A country has the right to decide that it chooses not to engage in economic relations or to give economic assistance to the other party to the conflict,1
"Israel ""could not lift the embargo altogether as long as Hamas remains in control"" of Gaza",1
the Israeli blockade was legal,1
the Israeli blockade of Gaza was legal,1
inadequate amounts of goods are entering Gaza to meet Gaza's humanitarian and reconstruction needs,1
"Israel's blockade of the Gaza Strip as ""totally intolerable and unacceptable in the 21st century",1
Israel's blockade of the Gaza Strip to be legal,1
The naval blockade was imposed as a legitimate security measure in order to prevent weapons from entering Gaza,1
its implementation complied with the requirements of international law,1
the Gaza blockade was illegal,1
the Israeli blockade was legal,1
"Gaza Strip is ""an immense concentration camp",1
the Israeli blockade of the city had caused the humanitarian situation in Gaza to have reached its worst point since Israel occupied the territory in the 1967 Six-Day War,1
the world is furious over the blockade on Gaza,1
deteriorating economic conditions could result in a derailment of the peace process,1
a government sanctioned (established) religion would disrupt rather than bind,1
religion is a matter which lies solely between man and his god,1
practical distinction between Religion and Civil Government is essential to the purity of both,1
"Religion flourishes in greater purity, without than with the aid of Govt",1
a separation of church and state—no state-run or state-established church—is good for both the church and the state,1
the government is not to interfere with religion,1
government lacked authority in the realm of individual conscience,1
practical distinction between Religion and Civil Government is essential to the purity of both,1
"Religion flourishes in greater purity, without than with the aid of Govt",1
"human activities and decisions, especially political ones, should be unbiased by religious influence",1
governmental and political secularism as integral to preserving equal rights,1
the government must refrain from taking positions on religious doctrine,1
officially avoiding taking any positions on religious matters favors the dominant religious tradition of the relevant country,1
Religious considerations are generally considered incompatible with reasoned political debate,1
higher education has been a closed shop in the UK for too long,1
academics demoralized by government interference with admissions procedures,1
higher education has been a closed shop in the UK for too long,1
all over the world there are excellent universities run independently of the state,1
it was dangerous to have a university funded by private equity,1
Tuition fees at private universities tend to be higher than at public universities,1
"if universities are ""to nurture genuinely free and creative academic research"" and ""be the guardians of liberty which a free society needs"" they must be independent of government funding",1
academics will only be able to challenge prevailing opinion if they are independent of government funding,1
has had disastrous effects on the higher education sector in continental Europe,1
privatization consistently improves efficiency,1
corruption is more prevalent in non-privatized sectors,1
private market factors can more efficiently deliver many goods or service than governments,1
governments have few incentives to ensure that the enterprises they own are well run,1
A state-monopolized function is prone to corruption,1
Nationalized industries are prone to interference from politicians for political or populist reasons,1
certain public goods and services should remain primarily in the hands of government in order to ensure that everyone in society has access to them,1
private entities are more efficiently run,1
Public universities often have much lower tuition than private universities,1
Public universities often have much lower tuition than private universities,1
private universities charge much higher tuition than their public counterparts,1
There are risks to using circumvention software or other methods to bypass Internet censorship,1
"The Internet is a key resource for independent activists or E-activists, particularly those whose message may run counter to the mainstream",1
"when a serious violation of human rights occurs, the Internet is essential in reporting the atrocity to the outside world",1
the Internet may have considerable potential to reach and engage opinion leaders who influence the thinking and behavior of others,1
democratic governments should work to guarantee access to the Internet and adopt general principles to ensure network use respects universal human rights,1
the ability to share information and communicate freely using the internet is vital to the realisation of human rights,1
no one should be excluded from the benefits of the Information Society,1
the internet should never be regulated by any level of government anywhere,1
There are risks to using circumvention software or other methods to bypass Internet censorship,1
sex education is necessary to prepare the young for the task ahead,1
have a higher incidence of STIs and teenage pregnancy,1
broad sex education programs have global benefits,1
sex education in school makes it easier for them to talk to their adolescents about sex,1
they want both to talk to their parents about sex and to have comprehensive in-school sex education,1
abstinence-only-until-marriage programs are ineffective,1
abstinence-only programs did not reduce the likelihood of pregnancy,1
the vast majority of Americans favor broader sex education programs over those that teach only abstinence,1
"sexual behavior after puberty is a given, and it is therefore crucial to provide information about the risks and how they can be minimized",1
denying teens such factual information leads to unwanted pregnancies and STIs,1
"a morality based on sex only within the bounds of marriage is ""healthy and constructive",1
open dialogue about physical intimacy and health education can generate more self-esteem,1
sexual behavior outside of marriage is immoral,1
"The majority of parents reject the so-called ""comprehensive"" sex education approach",1
"the importance of the ""wait to have sex"" message ends up being lost when programs demonstrate and encourage the use of contraception",1
"sexual behavior after puberty is a given, and it is therefore crucial to provide information about the risks and how they can be minimized",1
abstinence-only sex ed and conservative moralizing will only alienate students,1
Adolescents who begin having sexual intercourse need to understand the importance of using an effective contraceptive every time they have sex,1
the comprehensive programs work for youth population across the spectrum,1
premarital sex to be morally objectionable,1
teaching of contraception for school children presume premarital sex from the outset and somewhat imply that such things are morally permissible,1
comprehensive curricula which fail to teach moral behavior,1
sex education programs focusing on both abstinence and contraception had a positive effect on teen sexual behavior,1
programs that stress abstinence as the only acceptable behavior for unmarried teens delayed the initiation of sex,1
there does not exist strong evidence that any particular abstinence program is effective at delaying sex or reducing sexual behavior,1
studies of abstinence programs have not produced sufficient evidence to justify their widespread dissemination,1
"a morality based on sex only within the bounds of marriage is ""healthy and constructive",1
is the most effective preventative measure against both pregnancy and sexually transmitted diseases,1
sexual activity outside of the context of marriage is likely to have harmful psychological and physical effects,1
"sexual behavior after puberty is a given, and it is therefore crucial to provide information about the risks and how they can be minimized",1
denying teens such factual information leads to unwanted pregnancies and STIs,1
abstinence-only programs deprive teenagers of critical information about sexuality,1
sex education needs to be comprehensive to be effective,1
Abstinence-only programs have not demonstrated successful outcomes,1
"abstinence-only sex education programs ""reduce risky sexual behaviours",1
sex education programs focusing on both abstinence and contraception had a positive effect on teen sexual behavior,1
abstinence-only programs delayed the initiation of sex,1
abstinence-only sex education leads to the opposite of the intended results by spreading ignorance regarding sexually transmitted diseases and the proper use of contraceptives,1
does not decrease rates of unplanned pregnancy,1
abstinence-only education is ineffective,1
"abstinence-only education is motivated by religious teachings, which have no place in the classroom",1
sex before marriage and at a young age has heavy physical and emotional costs,1
such programs fail to provide adequate information to protect the health of adolescents,1
such programs verge on religious interference in secular education,1
abstinence-only sex education distorts information about contraceptives,1
Evidence has not supported the effective use of abstinence-only sex education,1
does not decrease rates of unplanned pregnancy,1
abstinence-only-until-marriage programs are ineffective,1
studies of abstinence programs have not produced sufficient evidence to justify their widespread dissemination,1
early sexual activity - whether in or out of a romantic relationship - does far more harm than good,1
"Comprehensive sex education covers abstinence as a positive choice, but also teaches about contraception and avoidance of STIs",1
"The majority of parents reject the so-called ""comprehensive"" sex education approach",1
"the importance of the ""wait to have sex"" message ends up being lost when programs demonstrate and encourage the use of contraception",1
"sexual behavior after puberty is a given, and it is therefore crucial to provide information about the risks and how they can be minimized",1
abstinence-only sex ed and conservative moralizing will only alienate students,1
Adolescents who begin having sexual intercourse need to understand the importance of using an effective contraceptive every time they have sex,1
comprehensive curricula which fail to teach moral behavior,1
sex education programs focusing on both abstinence and contraception had a positive effect on teen sexual behavior,1
programs that stress abstinence as the only acceptable behavior for unmarried teens delayed the initiation of sex,1
all abstinence programs are ineffective,1
abstinence only sex education is ineffective,1
"abstinence until marriage, the most effective way to avoid HIV infection",1
abstinence is the only guaranteed way of avoiding unwanted pregnancies and contraction of STDs,1
"The lack of education on safe sex, whether it’s from parents, schools, or otherwise, is a cause of teenage pregnancy",1
comprehensive sex education would effectively reduce the number of teenage pregnancies,1
such education encourages more and earlier sexual activity,1
Evidence does not support the use of abstinence only sex education,1
providing such education promotes promiscuity,1
Abstinence is 100% effective in preventing pregnancy,1
often provide inaccurate information about contraceptives and sexuality,1
will result in decreased rates of teenage pregnancy and STD infection,1
Abstinence-only sex education programs show an increase in the rates of pregnancy and STDs of a teenage population,1
oppose the sole use of abstinence-only sex education,1
sexual abstinence confers numerous health benefits,1
Sexual abstinence diminishes the risk of contracting sexually transmitted diseases,1
sexual abstinence in teenagers decreases the risk of contracting STDs and having children outside marriage,1
excessive repression of the sexual instinct leads to an increase in the overall level of aggression in a given society,1
Education programs which focus exclusively on abstinence have never been shown to delay sexual activity,1
"they do not stop risky sexual behavior, or help in the prevention of unwanted pregnancy",1
abstinence was the only way to avoid sexually transmitted diseases,1
education on condom use reduces behaviors that increase the risk of breakage and slippage,1
no studies have shown abstinence-only programs to result in delayed intercourse,1
parents want their children to receive comprehensive sexuality education including condom use,1
condom-promotion programs encourage promiscuity,1
educating children about sex can encourage them to engage in it,1
abstinence-only programs to have no positive effects,1
"In return for allowing the US military presence in Japan, the United States agrees to help defend Japan against any foreign adversaries",1
the military presence in Okinawa contributes to the economy of Japan’s poorest prefecture,1
Japanese citizens appreciated the mutual security treaty with the U.S. and the presence of the USFJ,1
USARJ maintains and strengthens the credibility of deterrent power in the Pacific,1
"the USFJ military bases in Japan, especially those in Okinawa, were used as important strategic and logistic bases",1
Japanese citizens appreciate the mutual security treaty with the U.S. and the presence of the USFJ,1
local citizens have complained about excessive aircraft noise,1
the United States of America should maintain armed forces of its own in and about Japan so as to deter armed attack upon Japan,1
the US-Japan Security Treaty is essential to maintaining Japan's independence and security,1
accidents and crimes committed by U.S. servicemen have reduced the local population's support for the U.S. military bases,1
Okinawans opposed the presence of the U.S. military,1
Japanese citizens appreciated the mutual security treaty with the U.S. and the presence of the USFJ,1
the Americans provide jobs to the locals,1
the military bases disrupt the lives of the Okinawan people,1
the bases do provide revenue,1
newborns who are circumcised without analgesia experience pain and physiologic stress,1
circumcision without anesthetic is painful,1
this surgical procedure has medical and psychological risks,1
circumcision encodes the perinatal brain with violence and negatively affects infant-maternal bonding and trust,1
circumcision may result in psychological harm,1
infant circumcision infringes upon individual autonomy,1
represents a human rights violation,1
the parents should determine what is in the best interest of the infant or child,1
circumcision is harmful,1
"in the absence of the individual's consent, non-therapeutic child circumcision violates several ethical principles that govern medicine",1
"in a cultural or religious context, circumcision is of significant enough importance that parental consent is sufficient",1
circumcision can be beneficial to a male before he would be able to otherwise provide consent,1
it is reasonable for parents to weigh the benefits and risks of circumcision and to make the decision whether or not to circumcise their sons,1
"non-therapeutic male circumcision ""conflicts with the child's right to autonomy and physical integrity",1
there are as good reasons for legal prohibition of male circumcision as exist for female genital mutilation,1
circumcision should be presented as an option for health benefits,1
circumcision carried some medical risk,1
"traditional circumcision, which causes the death or mutilation of many youths",1
the circumcision of a child violates general laws enacted for the protection of children,1
"ritual circumcision as ""barbaric",1
it cannot be ethical for a doctor to amputate normal tissue from a normal child,1
circumcision confers many medical benefits,1
"circumcision prevents ""physical problems",1
every person has a right to a whole and intact body,1
"the unnecessary removal of a functioning body organ in the name of tradition, custom or any other non-disease related cause should never be acceptable",1
human males with a foreskin are at increased risk of certain diseases,1
"it is ""a net harm",1
it may constitute an assault upon the child and be a violation of human rights,1
the removal of healthy genital tissue from a minor should not be subject to parental discretion,1
Transforming from the uncircumcised to the circumcised state will have psychological and other costs for an adult that are absent for a child,1
c]ircumcision is unnecessary and harmful,1
infant male circumcision is harmful,1
"infant circumcision can be ""clearly condemned as a violation of children’s rights",1
"it is ""ethically inappropriate to subject a child to the acknowledged risks of infant male circumcision",1
circumcision a mutilation of a previously perfectly shaped organ,1
"is ""done as a preventive measure in the infant",1
it insures better health,1
protects against disease,1
Circumcision is one of the best health insurance policies you can give a son,1
A circumcised boy has a lifetime advantage over an uncircumcised one,1
"The prepuce is primary, erogenous tissue necessary for normal sexual function",1
the foreskin is important for normal sexual activity,1
the foreskin protects the glans,1
it provides important health advantages that outweigh the risks,1
it interferes with normal sexual function,1
it is extremely painful,1
"when performed on infants and children, it violates the individual's human rights",1
the circumcision of non-consenting minors is unethical,1
it is a violation of modern bio-ethical standards to forcibly remove erogenous tissue from children,1
circumcision constitutes mutilation,1
"Circumcision ablates"" (removes) ""the most sensitive parts of the penis",1
is unethical when performed on newborns,1
is painful even when performed with anesthetic,1
adversely affects sexual pleasure and performance,1
it provides important health advantages which outweigh the risks,1
non-therapeutic circumcision of male minors is a violation of children’s rights to autonomy and physical integrity,1
Circumcision remains a relatively safe procedure,1
the overall effect of male neonatal non-therapeutic circumcision on health is more likely to be negative rather than positive,1
"complications from bleeding, infection and poorly carried out circumcisions can be catastrophic",1
circumcision may result in psychological harm,1
this surgical procedure has medical and psychological risks,1
newborn circumcisions are a significant source of pain,1
circumcision causes severe pain,1
the procedure may unduly threaten the child's health,1
The removal of trees without sufficient reforestation has resulted in damage to habitat,1
It has adverse impacts on biosequestration of atmospheric carbon dioxide,1
Deforested regions typically incur significant adverse soil erosion,1
frequently degrade into wasteland,1
Deforestation causes extinction,1
Deforestation is a contributor to global warming,1
is often cited as one of the major causes of the enhanced greenhouse effect,1
deforestation will have no effect on atmospheric oxygen levels,1
"Forests are also able to extract carbon dioxide and pollutants from the air, thus contributing to biosphere stability",1
Deforestation generally increases rates of soil erosion,1
Deforestation on a human scale results in decline in biodiversity,1
is known to cause the extinction of many species,1
The removal or destruction of areas of forest cover has resulted in a degraded environment with reduced biodiversity,1
Forests support biodiversity,1
removal or destruction of significant areas of forest cover has resulted in a degraded[REF] environment with reduced biodiversity,1
as the forest declines species diversity will decline,1
Damage to forests and other aspects of nature could halve living standards for the world's poor,1
The forest products industry is a large part of the economy in both developed and developing countries,1
"Short-term economic gains made by conversion of forest to agriculture, or over-exploitation of wood products, typically leads to loss of long-term income",1
deforestation can cause environmental damage sufficient in some cases to cause societies to collapse,1
forests facilitate biosequestration of atmospheric carbon dioxide,1
Forests are an important part of the global carbon cycle,1
Rain forests play an important role in maintaining biological diversity,1
clearing land for crops or fields is considered an ‘effective use’ of land,1
The rainforests are of vital importance in the carbon dioxide exchange process,1
With the rapid process of deforestation the habitats of many animals and plants that live in the rainforests are under threat and species may face extinction,1
The deforestation has the effect of reducing a gene pool amongst species,1
The removal of the forest by developers affects the social and economic lives of the indigenous people who live in the forests,1
Deforestation and removal of the forest specifically for the export of timber also removes a valuable protection of the soils in a dynamic ecosystem,1
deforestation is a major cause of desertification,1
As go the forests so goes the plant and animal species they embrace,1
healthy forests are one of the world's primary 'carbon sinks,1
The rights of indigenous people and forest-dependent communities need to be protected,1
More comprehensive accounting on forests will be beneficial both for the climate and for forests,1
Trees also help to keep water in the soil and reduce global warming,1
Individual farmers do not have many other options than converting forests into agricultural land if they are exposed to severe food insecurity,1
cannot bear the costs of forest conservation,1
It is costly to halt deforestation,1
"Prohibiting the people to cut trees, especially those who live in rural parts of the country will actually hurt their daily life",1
must be protected for future generations,1
Deforestation has negative implications on the environment,1
it has also lead to a lot of economic problems,1
deforestation has made it so that the land is incapable of as much agricultural production which is part of many people’s survival,1
Deforestation all over the globe is threatening the sustainability of the environment,1
Deforestation puts at risk all aspects of the environment,1
Sustained overexploitation can lead to the destruction of the resource,1
"Overexploitation can lead to resource destruction, including extinctions",1
"utilization of forest products, including timber and fuel wood, have played a key role in human societies",1
"overexploitation of wood products, typically leads to loss of long-term income and long term biological productivity",1
